nome_exame_oficial,sinonimos,codigo_tasy,codigo_tuss,terminologia_procedimentos
"Hepatite delta, antígeno - pesquisa e/ou dosagem",,,40307077,
Hepatite E - anticorpos IgG,,,40324362,
"Hepatite E - anticorpos, IgM",,,40324370,
Hepatite E - IgM/IgG,,,40323404,
Hepatorrafia,,,31005276,
Hepatorrafia complexa com lesão de estruturas vasculares biliares,,,31005284,
Hepatorrafia complexa com lesão de estruturas vasculares biliares por videolaparoscopia,,,31005594,
Hepatorrafia por videolaparoscopia,,,31005608,
HEPC,,HEPC,,
HEPTEM,,HEPTEM,,
"Heptimax, dosagem",,,40323412,
HER1P,,HER1P,,
HER2 CISH para amplificação gênica em tumor de mama,,,40501256,
HER2 dosagem do receptor,,,40308235,
HER2 FISH para amplificação gênica em tumor de mama,,,40501248,
HER2P,,HER2P,,
HER6P,,HER6P,,
Herbst encapsulado,,,86000330,
HERG6,,HERG6,,
HERM6,,HERM6,,
Hérnia de disco cervical - tratamento cirúrgico,,,30715393,
Hérnia de disco tóraco-lombar - tratamento cirúrgico,,,30715180,
Hérnia diafragmática congênita - tratamento cirúrgico por vídeo,,,30806070,
Hérnia diafragmática congênita - tratamento cirúrgico (qualquer via),,,30806062,
Hérnia diafragmática – tratamento cirúrgico por vídeo,,,30806054,
Hérnia diafragmática - tratamento cirúrgico (qualquer técnica),,,30806038,
Hérnia inguinal encarcerada em RN ou lactente - tratamento cirúrgico,,,31009069,
Herniorrafia com ressecção intestinal - estrangulada,,,31009077,
Herniorrafia com ressecção intestinal - estrangulada - por videolaparoscopia,,,31009310,
Herniorrafia crural - unilateral,,,31009085,
Herniorrafia crural - unilateral por videolaparoscopia,,,31009328,
Herniorrafia epigástrica,,,31009093,
Herniorrafia incisional,,,31009107,
Herniorrafia inguinal em criança - unilateral,,,31009360,
Herniorrafia inguinal no RN ou lactente,,,31009123,
Herniorrafia inguinal - unilateral,,,31009115,
Herniorrafia inguinal - unilateral por videolaparoscopia,,,31009336,
Herniorrafia lombar,,,31009131,
Herniorrafia recidivante,,,31009140,
Herniorrafia recidivante por videolaparoscopia,,,31009344,
Herniorrafia sem ressecção intestinal encarcerada,,,31009158,
Herniorrafia umbilical,,,31009166,
"Heroína, dosagem",,,40321835,
"Heroína, dosagem, cabelo",,,40321843,
Herpes para imunofluorescência direta,,,40310493,
Herpes simples - IgG - pesquisa e/ou dosagem,,,40307085,
Herpes simples - IgM - pesquisa e/ou dosagem,,,40307093,
Herpes vírus 7 - IgG/IgM,,,40323420,
"Herpes vírus, citologia (pesquisa de células herpet) ou IFD",,,40323439,
"Herpes vírus humano 1,2 por PCR",,,40314375,
"Herpes vírus humano 6,7 por PCR",,,40314383,
Herpes vírus humano 8 por PCR,,,40314391,
"Herpes vírus zoster, (Varicella) por PCR",,,40314405,
Herpes zoster - IgG - pesquisa e/ou dosagem,,,40307107,
Herpes zoster - IgM - pesquisa e/ou dosagem,,,40307115,
HEVG,,HEVG,,
HEVM,,HEVM,,
Hexosaminidase A - pesquisa e/ou dosagem,,,40302091,
HFE,,HFE,,
HGB,,HGB,,
HGH,,HGH,,
"HGH estímulo com exercício e clonidina, HGH",,,40316874,
HIBAGLQ,,HIBAGLQ,,
Hibridização in situ pela prata ou cromogênica  (CISH) - Histoquímica,,,40501280,
HICAC,,HICAC,,
HICACD,,HICACD,,
HICAP,,HICAP,,
Hidatidose (equinococose) IDi dupla - pesquisa e/ou dosagem,,,40308081,
HIDCLO,,HIDCLO,,
Hidro-RM (colângio-RM ou uro-RM ou mielo-RM ou sialo-RM ou cistografia por RM),,,41101359,
Hidrocele unilateral - correção cirúrgica,,,31203043,
Hidroxiprolina - pesquisa e/ou dosagem,,,40302105,
Himenotomia,,,31302114,
Hipersensibilidade pneumonite triagem,,,40323447,
"Hipersensibilidade retardada (intradermo reação IDeR ) candidina, caxumba, estreptoquinase-dornase, PPD, tricofitina, vírus vacinal, outro(s), cada",,,40307123,
Hipertrofia dos pequenos lábios - correção cirúrgica,,,31301096,
Hipertrofia prostática - hipertermia ou termoterapia,,,31201083,
Hipertrofia prostática - implante de prótese,,,31201091,
Hipertrofia prostática - tratamento por diatemia,,,31201164,
Hipertrofia prostática - tratamento por dilatação,,,31201105,
Hipo ou agenesia de membros,,,20103298,
Hipofisectomia por qualquer método,,,31401074,
Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total),,,31006043,
Hipoglicemiantes (sulfonilurea painel),,,40316882,
"Hipolactasia, análise molecular",,,40503410,
Hipospadia distal - tratamento em 1 tempo - tratamento cirúrgico,,,31206115,
Hipospadia - por estágio - tratamento cirúrgico,,,31206107,
Hipospadia proximal - tratamento em 1 tempo - tratamento cirúrgico,,,31206123,
Hipotermia profunda com ou sem parada circulatória total,,,30916011,
"Histamina, dosagem",,,40307131,
Histerectomia pós-parto,,,31303323,
Histerectomia puerperal,,,31303285,
"Histerectomia subtotal com ou sem anexectomia, uni ou bilateral - qualquer via",,,31303080,
"Histerectomia subtotal laparoscópica com ou sem anexectomia, uni ou bilateral - via alta",,,31303200,
Histerectomia total ampliada - qualquer via - (não inclui a linfadenectomia pélvica),,,31303110,
Histerectomia total com anexectomia uni ou bilateral - qualquer via,,,31303129,
Histerectomia total laparoscópica,,,31303218,
Histerectomia total laparoscópica ampliada,,,31303226,
Histerectomia total laparoscópica com anexectomia uni ou bilateral,,,31303234,
Histerectomia total - via abdominal,,,31303102,
Histerectomia total - via vaginal,,,31303358,
"Histeroscopia cirúrgica com biópsia e/ou curetagem uterina, lise de sinéquias, retirada de corpo estranho",,,31303170,
Histeroscopia cirúrgica para a retirada de DIU,,,31303307,
Histeroscopia com ressectoscópio para miomectomia,,,31303366,
"Histeroscopia com ressectoscópio para polipectomia, metroplastia, endometrectomia e ressecção de sinéquias",,,31303188,
Histeroscopia diagnóstica com biópsia,,,40201155,
Histerossalpingografia,,,40809030,
"Histidina, pesquisa - na urina",,,40311325,
Histona - pesquisa e/ou dosagem,,,40307140,
"Histoplasma, pesquisa de",,,40323455,
"Histoplasmose, reação sorológica",,,40307158,
HISTP,,HISTP,,
HIV,,HIV,,
HIV amplificação do DNA por PCR,,,40314502,
HIV - antígeno P24 - pesquisa e/ou dosagem,,,40307166,
HIV - carga viral PCR - pesquisa,,,40314120,
"HIV, genotipagem - pesquisa",,,40314146,
HIV - qualitativo por PCR - pesquisa,,,40314138,
"HIV1/2, anticorpos (teste rápido)",,,40324079,
"HIV1+ HIV2, (determinação conjunta), pesquisa de anticorpos",,,40307182,
"HIV1 ou HIV2, pesquisa de anticorpos",,,40307174,
HIVGLQ,,HIVGLQ,,
HIVNN,,HIVNN,,
HIVQL,,HIVQL,,
HIVQT,,HIVQT,,
HIVTR,,HIVTR,,
HLA,,HLA,,
"HLA B27, fenotipagem/genotipagem",,,40314430,
"HLA-DQ, teste de histocompatibilidade de alta resolução, sangue total",,,40324389,
HLA-DR+DQ - pesquisa e/ou dosagem,,,40307204,
HLA-DR - pesquisa e/ou dosagem,,,40307190,
HLA locus C,,,40323471,
HLA12A,,HLA12A,,
HLAAB,,HLAAB,,
HLAABDR,,HLAABDR,,
HLADQ28,,HLADQ28,,
HLADR15,,HLADR15,,
HLADR3,,HLADR3,,
HLADR4,,HLADR4,,
HLB57,,HLB57,,
HMGCR,,HMGCR,,
"Hollander (inclusive tubagem), teste",,,40312089,
Holter 7 dias,,,20102127,
Holter cerebral,,,20102135,
Holter de 24 horas - 2 ou mais canais - analógico,,,20102011,
Holter de 24 horas - 3 canais - digital,,,20102020,
HOM,,HOM,,
Homocisteína - pesquisa e/ou dosagem,,,40302113,
"Homocistina, pesquisa de",,,40321207,
Hormônio anti muleriano,,,40316890,
Hormônio antidiurético (vasopressina) - pesquisa e/ou dosagem,,,40305384,
"Hormônio de crescimento, estudo do gene receptor",,,40503429,
"Hormônio de crescimento, estudo molecular do gene",,,40503437,
Hormônio estimulador do alfa melanócito,,,40316904,
Hormônio gonodotrofico corionico qualitativo (HCG-Beta-HCG) - pesquisa,,,40305759,
Hormônio gonodotrofico corionico quantitativo (HCG-Beta-HCG) - dosagem,,,40305767,
Hormônio luteinizante (LH) - pesquisa e/ou dosagem,,,40316335,
HP1G,,HP1G,,
HP1M,,HP1M,,
HP2G,,HP2G,,
HP2M,,HP2M,,
HPA,,HPA,,
HPA1 genotipagem,,,40319350,
HPG,,HPG,,
HPGLQ,,HPGLQ,,
HPM,,HPM,,
HPMLQ,,HPMLQ,,
HPR,,HPR,,
HPRE,,HPRE,,
HPV,,HPV,,
"HPV, genotipagem",,,40314421,
"HPV oncoproteínas virais E6/E7, pesquisa",,,40314448,
HPV (vírus do papiloma humano) + subtipagem quando necessário PCR - pesquisa,,,40314154,
HPVC,,HPVC,,
HPVON,,HPVON,,
HPYFE,,HPYFE,,
HPYG,,HPYG,,
HPYM,,HPYM,,
HSVPLQ,,HSVPLQ,,
HSVQL,,HSVQL,,
HSVQLS,,HSVQLS,,
HT2,,HT2,,
HTLV I / II por PCR (cada) - pesquisa,,,40314162,
HTLV1 ou HTLV2 pesquisa de anticorpo (cada),,,40307212,
HTLVLQ,,HTLVLQ,,
HTLVNN,,HTLVNN,,
HTLVPC,,HTLVPC,,
HTLVW,,HTLVW,,
"HU (anti neurônio), anticorpos",,,40324257,
HX2,,HX2,,
HZOG,,HZOG,,
HZOM,,HZOM,,
I60,,I60,,
I70,,I70,,
I71,,I71,,
IA2,,IA2,,
IATPL,,IATPL,,
ICA 512,,,40316912,
IDBAC,,IDBAC,,
Identificação de anticorpos anti-eritrocitários a frio em gel,,,40404579,
Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias,,,40403211,
Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias - gel liss,,,40403238,
Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias tratadas por enzimas,,,40403220,
Identificação de anticorpos séricos irregulares antieritrocitários - método de eluição,,,40403190,
Identificação de anticorpos séricos irregulares antieritrocitários - painel de hemácias enzimático,,,40403203,
Identificação de bactérias por método sorológico/bioquímico,,,40310736,
"Identificação de helmintos, exame de fragmentos - nas fezes",,,40303071,
"Identificação de mutação por sequenciamento do DNA, por 100 pares de base sequenciadas, por amostra",,,40503100,
Identificação de verme,,,40312232,
Identificação genética - exame de paternidade (cada pessoa),,,40503720,
Identificação multiplex por PCR painel com 26 a 40 agentes,,,40314588,
Identificação multiplex por PCR painel com até 25 agentes,,,40314570,
IDFUNG,,IDFUNG,,
"Iduronato-2 sulfatase, dosagem",,,40322173,
IEF,,IEF,,
IGA,,IGA,,
IgA na saliva - pesquisa e/ou dosagem,,,40307239,
IgA - pesquisa e/ou dosagem,,,40307220,
IGAS,,IGAS,,
IGAU,,IGAU,,
IGB,,IGB,,
IGD,,IGD,,
IgD - pesquisa e/ou dosagem,,,40307247,
IGE,,IGE,,
"IgE, grupo específico, cada - pesquisa e/ou dosagem",,,40307255,
"IgE, por alérgeno (cada) - pesquisa e/ou dosagem",,,40307263,
"IgE, total - pesquisa e/ou dosagem",,,40307271,
"IGF BP3 (proteína ligadora dos fatores de crescimento ""insulin-like"") - pesquisa e/ou dosagem",,,40305406,
IGFBP-1,,,40316920,
IGFBP-2,,,40316939,
IGFBP1,,IGFBP1,,
IGFBP2,,IGFBP2,,
IGG,,IGG,,
IgG - pesquisa e/ou dosagem,,,40307280,
"IgG, subclasses 1,2,3,4 (cada) - pesquisa e/ou dosagem",,,40307298,
IGG1,,IGG1,,
IGG2,,IGG2,,
IGG3,,IGG3,,
IGG4,,IGG4,,
IGGLCR,,IGGLCR,,
IGGS,,IGGS,,
IGM,,IGM,,
IgM - pesquisa e/ou dosagem,,,40307301,
IGP,,IGP,,
IGRA,,IGRA,,
IHBIR,,IHBIR,,
IHO,,IHO,,
IIGG,,IIGG,,
Íleo meconial - tratamento cirúrgico,,,31003397,
Ilíaco,,,30704022,
IME,,IME,,
IMEL,,IMEL,,
IMFE,,IMFE,,
IMFES,,IMFES,,
IMFHPN,,IMFHPN,,
IMFPPLQ,,IMFPPLQ,,
Imipramina - desipramina - pesquisa e/ou dosagem,,,40302121,
Imitanciometria de alta frequência,,,40103420,
IML,,IML,,
IMME,,IMME,,
Imobilização de membro inferior,,,30711029,
Imobilização de membro superior,,,30711037,
Imobilização dentária em dentes decíduos,,,85000787,
Imobilização dentária em dentes permanentes,,,85300020,
Imobilizações não-gessadas (qualquer segmento),,,30711010,
Impedâncio pH-metria esofágica,,,40102114,
Impedanciometria - timpanometria,,,40103439,
Imperfuração coanal - correção cirúrgica intranasal,,,30501245,
Imperfuração coanal - correção cirúrgica intranasal por videoendoscopia,,,30501490,
Imperfuração coanal - correção cirúrgica transpalatina,,,30501253,
Implantação de halo para radiocirurgia,,,31401350,
"Implante cirúrgico de cateter de longa permanência para NPP, QT ou para Hemodepuração",,,30913101,
Implante coclear (exceto a prótese),,,30404061,
Implante de anel intra-estromal,,,30304083,
Implante de cardiodesfibrilador multissítio - TRC-D (gerador e eletrodos),,,30904161,
Implante de cateter intracraniano,,,31401082,
Implante de cateter peritoneal,,,31008062,
"Implante de cateter venoso central por punção, para NPP, QT, Hemodepuração ou para infusão de soros/drogas",,,30913012,
"Implante de desfibrilador interno, placas e eletrodos",,,30904021,
Implante de dispositivo intra-uterino (DIU) hormonal - inserção,,,31303293,
Implante de dispositivo intra-uterino (DIU) hormonal - remoção,,,31303374,
Implante de dispositivo intra-uterino (DIU) não hormonal - inserção,,,31303269,
Implante de dispositivo intra-uterino (DIU) não hormonal - remoção,,,31303382,
Implante de dispositivo intratubário não hormonal,,,31304095,
Implante de eletrodo cerebral profundo,,,31401090,
Implante de eletrodos cerebral ou medular,,,31401104,
Implante de endoprótese em aneurisma de aorta abdominal ou torácica com stent revestido (stent-graft),,,40813940,
Implante de endoprótese em dissecção de aorta abdominal ou torácica com stent revestido (stent-graft),,,40813959,
Implante de estimulador cardíaco artificial multissítio,,,30904064,
Implante de filtro de veia cava,,,30907080,
Implante de gerador para neuroestimulação,,,31403140,
Implante de marca-passo bicameral (gerador + eletrodo atrial e ventricular),,,30904145,
Implante de marca-passo diafragmático definitivo,,,30806046,
Implante de marca-passo monocameral (gerador + eletrodo atrial ou ventricular),,,30904137,
Implante de marca-passo temporário à beira do leito,,,30904099,
Implante de monitor de eventos (Looper implantável),,,30904170,
Implante de prótese intravascular na aorta/pulmonar ou ramos com ou sem angioplastia,,,30912091,
Implante de prótese peniana inflável,,,31206131,
Implante de prótese semi-rígida (exclui próteses infláveis),,,31206140,
Implante de prótese testicular unilateral,,,31203051,
Implante de silicone intravítreo,,,30307040,
Implante de stent coronário com ou sem angioplastia por balão concomitante (1 vaso),,,30912105,
Implante estereotáxico de cateter para braquiterapia,,,31401112,
Implante intracerebroventricular de bomba de infusão de fármacos,,,31401430,
Implante intratecal de bombas para infusão de fármacos,,,31401120,
Implante intravítreo de polímero farmacológico de liberação controlada,,,30312132,
Implante ortodôntico,,,82000964,
Implante ósseo integrado,,,82000980,
Implante refrativo de lente intraocular fácica,,,30306086,
Implante secundário de órbita,,,30302080,
Implante secundário / explante / fixação escleral ou iriana,,,30306060,
Implante subdérmico hormonal para contracepção - inserção,,,31303331,
Implante subdérmico hormonal para contracepção - remoção,,,31303340,
Implante transcateter de prótese valvar aórtica (TAVI),,,30912296,
Implante transcateter de válvula pulmonar (ITVP),,,30912334,
Implante Zigomático,,,82001006,
Imprint de gânglio,,,40601390,
Imprint de medula óssea,,,40601404,
IMUD,,IMUD,,
IMUN,,IMUN,,
"Imuno-hematológicos: tipificação ABO, incluindo tipagem reversa e determinação do fator RH (D), incluindo prova para D-fraco e pesquisa e identificação de anticorpos séricos irregulares antieritrocitários",,,40403971,
Imunocintilografia (anticorpos monoclonais),,,40711021,
"Imunocomplexos circulantes, com células Raji - pesquisa e/ou dosagem",,,40307328,
Imunocomplexos circulantes - pesquisa e/ou dosagem,,,40307310,
Imunoeletroforese (estudo da gamopatia) - pesquisa e/ou dosagem,,,40307336,
Imunofenotipagem de subpopulações linfocitárias - Citômetro de Fluxo,,,40403246,
Imunofenotipagem Imunod nível 2,,,40319482,
Imunofenotipagem para classificação de leucemias - Citômetro de Fluxo,,,40403254,
Imunofenotipagem para doença residual mínima (*),,,40304701,
Imunofenotipagem para hemoglobinúria paroxistica noturna (*),,,40304710,
Imunofenotipagem para leucemias agudas ou sindrome mielodisplásica (*),,,40304728,
Imunofenotipagem para linfoma não hodgkin / sindrome linfoproliferativa crônica (*),,,40304736,
Imunofenotipagem para perfil imune (*),,,40304744,
Imunofenotipagem T e B,,,40323480,
Imunofixação - cada fração,,,40302725,
Imunofluorescência direta de pele,,,40404340,
"Imunoglobulina A, dosagem no líquor",,,40324478,
"Imunoglobulina G, líquor",,,40324397,
Imunoglobulina (IGE) - pesquisa e/ou dosagem,,,40316343,
"Imunoglobulina M, dosagem no líquor",,,40324087,
Imunoterapia específica - 30 dias - planejamento técnico,,,20104138,
Imunoterapia inespecífica - 30 dias - planejamento técnico,,,20104146,
IMUS,,IMUS,,
IMUSS,,IMUSS,,
INAL,,INAL,,
INAL2,,INAL2,,
Incisão e drenagem da glândula de Bartholin ou Skene,,,31301100,
"Incisão e drenagem de abscesso, hematoma ou panarício",,,30101620,
Incisão e drenagem de flegmão,,,30101638,
Incisão e drenagem de tenossinovites purulentas,,,30101611,
"Incisão e Drenagem extra-oral de abscesso, hematoma e/ou flegmão da região buco-maxilo-facial",,,82001022,
"Incisão e Drenagem intra-oral de abscesso, hematoma e/ou flegmão da região buco-maxilo-facial",,,82001030,
"Inclusão citomegálica, pesquisa de células com - na urina",,,40311333,
Incontinência urinária com colpoplastia anterior - tratamento cirúrgico (com ou sem uso de prótese),,,31103375,
Incontinência urinária masculina - esfincter artificial,,,31104282,
"Incontinência urinária masculina - ""sling""",,,31104274,
Incontinência urinária masculina - tratamento cirúrgico (exclui implante de esfincter artificial),,,31104118,
"Incontinência urinária - ""sling"" vaginal ou abdominal",,,31103332,
Incontinência urinária - suspensão endoscópica de colo,,,31103340,
Incontinência urinária - tratamento cirúrgico supra-púbico,,,31103359,
Incontinência urinária - tratamento endoscópico (injeção),,,31103367,
Índice de ácido úrico/creatinina,,,40322467,
Índice de cálcio/creatinina,,,40322475,
Índice de imunoprodução (eletrof. e IgG em soro e líquor) - pesquisa e/ou dosagem,,,40309096,
Índice de proteína/creatinina,,,40322483,
Índice de recuperação da tireoglobulina,,,40316947,
Índice de saturação de ferro,,,40321231,
Índice de segmentação dos neutrófilos,,,40319156,
Índice de tiroxina livre (ITL) - pesquisa e/ou dosagem,,,40316351,
INDU,,INDU,,
INFAACG,,INFAACG,,
INFAACM,,INFAACM,,
INFBACG,,INFBACG,,
INFBACM,,INFBACM,,
Infiltração de ponto gatilho (por músculo) ou agulhamento seco (por músculo),,,20103301,
"Infiltração intralesional, cicatricial / hemangiomas - por sessão",,,30101646,
Infiltração subconjuntival,,,30303044,
INFL,,INFL,,
INFLA,,INFLA,,
INFLTR,,INFLTR,,
"Influenza vírus, isolamento",,,40310655,
Infusão de gás expansor,,,30312051,
Infusão de perfluocarbono,,,30307058,
Infusão intravítrea de medicação anti-inflamatória,,,30307139,
Infusão seletiva intravascular de enzimas trombolíticas,,,30912113,
Inguino-cural - transplantes cutâneos,,,30701120,
Inguino-maleolar,,,30712084,
INI,,INI,,
INIB,,INIB,,
Inibidor de C1 esterase - pesquisa e/ou dosagem,,,40307344,
Inibidor do TPA (PAI) - pesquisa e/ou dosagem,,,40304400,
"Inibidor dos fatores da hemostasia, triagem",,,40304760,
INIBINA,,INIBINA,,
Inibina A,,INIBINA,40321240,
"Inibina B, dosagem",,,40321258,
Injeção de drogas intratimpânicas,,,30404070,
Injeção de substância medicamentosa por endoscopia,,,40202330,
Injeção de toxina botulínica - monocular,,,30311055,
Injeção intracavernosa,,,41501217,
Injeção intralaríngea de toxina botulínica,,,30206103,
Injeção retrobulbar,,,30309026,
Injeções periuretrais (incluindo uretrocistocopia) por tratamento,,,31104126,
INS120,,INS120,,
INS180,,INS180,,
INS30,,INS30,,
INS60,,INS60,,
INS90,,INS90,,
Inseminação artificial,,,31308031,
"Instabilidade de microssatélites (MSI), detecção por PCR, bloco de parafina",,,40601439,
"Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial # - procedimento videoartroscópico de joelho",,,30733103,
Instabilidade multidirecional - procedimento videoartroscópico de ombro,,,30735076,
"Instalação de bomba de infusão para analgesia em dor aguda ou crônica, por qualquer via",,,31602207,
Instalação de cateter para monitorização hemodinâmica à beira do leito (Swan-Ganz),,,30913020,
Instalação de cateter Tenckhoff,,,31008070,
Instalação de circuito para assistência mecânica circulatória prolongada (toracotomia),,,30913047,
Instalação de halo craniano,,,30709016,
Instalação de marca-passo epimiocárdio temporário,,,30904080,
Instalação do circuíto de circulação extracorpórea convencional,,,30905036,
Instalação do circuíto de circulação extracorpórea em crianças de baixo peso (10 kg),,,30905044,
Instilação vesical ou uretral,,,20104154,
INSU,,INSU,,
Insulina livre,,,40316955,
Insulina - pesquisa e/ou dosagem,,,40316360,
Insulina total e livre,,,40316963,
INT10,,INT10,,
INT6,,INT6,,
INTEM,,INTEM,,
Intercostal - transplantes cutâneos,,,30701139,
Interdigital da 1ª comissura dos dedos do pé - transplantes cutâneos,,,30701147,
Interleucina 10,,INT10,40321266,
Interleucina 1B,,,40321274,
"Interleucina 4, dosagem",,,40321851,
Interleucina 6,,,40321282,
"Interleucina 8, dosagem",,,40321860,
Intermediário protético (para implantes),,,85500070,
"Interpretação e elaboração do laudo da análise genética, por amostra",,,40503216,
Interrupção cirúrgica veia cava inferior,,,30907098,
Intervenção do obstetra na cirurgia fetal a céu aberto,,,31309232,
Introdução de prótese no esôfago,,,40202348,
Invaginação intestinal - ressecção,,,31003427,
Invaginação intestinal sem ressecção - tratamento cirúrgico,,,31003435,
Inversão uterina aguda - redução manual,,,31309100,
Inversão uterina - tratamento cirúrgico,,,31309119,
Inversão uterina - tratamento cirúrgico laparoscópico,,,31309194,
"Investigação da presença de anti-A ou anti-B, em soro ou plasma de neonato, com métodos que incluam uma fase antiglobulínica",,,40403980,
Investigação ultrassônica com registro gráfico (qualquer área),,,41501063,
Investigação ultrassônica com teste de stress e com registro gráfico,,,41501071,
Investigação ultrassônica com teste de stress e sem registro gráfico,,,41501080,
Investigação ultrassônica com teste de stress em esteira e com registro gráfico,,,41501098,
Investigação ultrassônica sem registro gráfico (qualquer área),,,41501101,
IODO,,IODO,,
"Iodo, dosagem na urina",,,40321878,
Iodo protéico (PBI) - pesquisa e/ou dosagem,,,40305600,
IODOP,,IODOP,,
"Iontoforese para a coleta de suor, com dosagem de cloro",,,40312046,
IOURI,,IOURI,,
IOURI24H,,IOURI24H,,
IPR,,IPR,,
Iridectomia (laser ou cirúrgica),,,30310083,
Iridociclectomia,,,30310091,
Iridoplastia periférica a laser,,,30310130,
Irradiação de componentes hemoterápicos,,,40402134,
IRT,,IRT,,
IRTNN,,IRTNN,,
IS1,,IS1,,
IS2,,IS2,,
IS3,,IS3,,
ISAC,,ISAC,,
ISC,,ISC,,
ISG,,ISG,,
Isoenzimas de CPK,,,40321290,
ISOFOC,,ISOFOC,,
Isolamento de microorganismos especiais,,,40312240,
Isomerase fosfohexose - pesquisa e/ou dosagem,,,40302148,
Isoniazida - pesquisa e/ou dosagem,,,40302156,
"Isopropanol, sangue total",,,40321886,
"Isopropanol, urina",,,40321908,
Isoprostano,,,40323498,
"Isospora, pesquisa de antígeno - pesquisa e/ou dosagem",,,40307352,
"Isotretinoina, dosagem",,,40321304,
IST,,IST,,
Istmectomia ou nodulectomia,,,30213037,
ITL,,ITL,,
"Ito (cancro mole), IDeR - pesquisa e/ou dosagem",,,40307360,
Itraconazol,,,40321312,
JAK14,,JAK14,,
JAK2,,JAK2,,
"JAK2 (gene), detecção das mutações por PCR",,,40503372,
JAK2DIV,,JAK2DIV,,
Jejunostomia endoscópica,,,40202356,
JIG ou Front plato - órtese reposicionadora,,,85400580,
"Junta Médica - pagamento de honorários médicos referente a 3ª opinião, conforme resolução Consu nº 8",,,10106090,
Junta Médica (três ou mais profissionais) - destina-se ao esclarecimento diagnóstico ou decisão de conduta em caso de difícil solução - por profissional,,,10106073,
K,,K,,
"K-RAS, pesquisa de mutação",,,40503771,
K82,,K82,,
KALAU,,KALAU,,
KAPPA,,KAPPA,,
"Ketamina, dosagem soro",,,40321320,
Kleihauer,,,40323501,
KU,,KU,,
KU24,,KU24,,
"Kunkel (sulfato de zinco), reação de",,,40321339,
"Kveim (sarcoidose), IDeR - pesquisa e/ou dosagem",,,40307379,
Labirintectomia (membranosa ou óssea) - sem audição,,,30404088,
LAC,,LAC,,
LAC3,,LAC3,,
LAC3H,,LAC3H,,
Laceração anorretal - tratamento cirúrgico por via perineal,,,31004210,
LACIS,,LACIS,,
LACLC,,LACLC,,
LACLQ,,LACLQ,,
LACOSAMI,,LACOSAMI,,
LACSO,,LACSO,,
LACSO3,,LACSO3,,
"Lactamase, teste da cepa",,,40310663,
LACTF,,LACTF,,
LACTG,,LACTG,,
Lactoferrina fecal,,,40303217,
Lactogênico placentário hormônio - pesquisa e/ou dosagem,,,40305619,
"Lactose, teste de tolerância",,,40302164,
Lagoftalmo - correção cirúrgica,,,30301157,
LAMBDA,,LAMBDA,,
Laminectomia ou laminotomia,,,30715199,
LAMO,,LAMO,,
Lamotrigina - pesquisa e/ou dosagem,,,40302741,
Laparoscopia,,,40201163,
Laparoscopia ginecológica com ou sem biópsia (inclui a cromotubagem),,,31307060,
"Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão",,,31009174,
"Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão por videolaparoscopia",,,31009352,
Laparotomia para implantação cirúrgica de cateter arterial visceral para quimioterapia,,,31005080,
Laringectomia parcial,,,30206120,
Laringectomia total,,,30206138,
Laringofissura (inclusive com cordectomia),,,30206170,
Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma,,,40202364,
Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível),,,40202372,
Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma,,,40202399,
Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor,,,40202763,
Laringoscopia/traqueoscopia com retirada de corpo estranho (tubo rígido),,,40202410,
Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível,,,40202437,
Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido),,,40202429,
Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal,,,40202445,
Laringotraqueoplastia,,,30206200,
"Larvas (fezes), pesquisa",,,40303080,
Laser - por sessão,,,31602215,
Lasercirurgia (por sessão),,,30101654,
"Laserterapia para o tratamento da mucosite oral / orofaringe, por sessão",,,30202159,
"Laserterapia, trato gential inferior feminino",,,31301142,
LAT,,LAT,,
LATMEN,,LATMEN,,
Laudo Evolutivo de Densitometria Óssea por procedimento,,,40808378,
Laudo Evolutivo de Mamografia por procedimento,,,40808360,
Laudo evolutivo de PET-CT por procedimento,,,40708152,
Laudo Evolutivo de Raio X por procedimento,,,40808386,
Laudo Evolutivo de Ressonância Magnética por procedimento,,,41103025,
Laudo Evolutivo de Tomografia Computadorizada por procedimento,,,41003020,
Laudo Evolutivo de Ultrassonografia por procedimento,,,40903010,
"Lavado gástrico, colheita por",,,40312259,
LC3,,LC3,,
LCR ambulatorial rotina (aspectos cor + índice de cor + contagem global e  específica  de leucócitos e  hemácias + citologia  oncótica + proteína + glicose + cloro + eletroforese  com    concentração + IgG + reações para neurocisticercose (2) + reações para neuroles (2),,,40309100,
